일련번호,제목,작성일,내용,주소,썸네일,작성자,제목_키워드
33,미드레벨 SW 엔지니어가 갖춰야 할 7가지 역량,2023.04.27.,"소프트웨어 엔지니어로 2-3년 정도 경력이 쌓이면 이제 주니어 레벨에서 벗어날 준비가 필요하다. 회사에서도 한 단계 높은 미드레벨 개발자의 역량을 요구하기 때문이다. 평균적인 수치로 경력을 2-3년이라고 했지만 이는 사람마다 다를 수 있다. 빠르면 1년 이내 미드레벨에 도달할 수도 있고, 길면 4-5년 차 또는 그 이상이 될 수도 있다. 일반적으로 많은 회사에서 개발자 채용 시 ‘3년 이상의 경력’을 요구하는데, 해외에서는 L4 정도의 레벨을 의미한다. 이번 글에서는 주니어 개발자가 미드레벨에 도달하기 위해, 어떤 역량이 필요한지 필자의 경험을 토대로 살펴보고자 한다.",https://yozm.wishket.com/magazine/detail/1993/,https://yozm.wishket.com/media/news/1993/html-css-collage-concept-with-person.jpg,데브오웬,개발자
34,??ChatGPT로 쿠버네티스 관리하는 방법,2023.04.26.,"최근 ChatGPT에 대한 관심이 뜨겁습니다. ChatGPT는 단순 개발부터 보안, 업무 자동화 등 다양한 분야에 적용되고 있으며, 이를 더 잘 활용하기 위한 방법 또한 많은 관심을 받고 있습니다. 이번 글에서는 GPT 기술을 활용한 쿠버네티스 관리 방법에 대해 알아보겠습니다.",https://yozm.wishket.com/magazine/detail/1990/,https://yozm.wishket.com/media/news/1990/쿠버네티스.png,테크유람,코드
35,데이터 주도 프로덕트 개발을 위한 실험 환경 세팅하기,2023.04.25.,"PO(Product Owner)는 옵션 A를 진행할지, 옵션 B를 진행할지, 또는 더 나은 결과를 얻으려면 어떤 버전의 화면을 구현해야 하는지 고민하는 경우가 많습니다. 특히 제한된 리소스로 촉박한 마감 시한에 쫓기는 경우 이러한 결정을 내리는 것은 어려운 일일 수 있습니다. 게다가 이러한 결정은 개인적인 판단이나 경쟁사의 접근 방식을 모방하여 이루어지기 때문에 최적의 결과를 얻지 못할 수 있습니다. 다행히도 비교적 적은 노력으로 간단한 실험 환경을 세팅하면 이러한 함정을 피할 수 있습니다. 이 글에서는 이를 달성하는 방법을 설명하고자 합니다.",https://yozm.wishket.com/magazine/detail/1988/,https://yozm.wishket.com/media/news/1988/image2.png,요즘IT의 번역글들,주니어
36,클라우드 비용 최적화: 수백만 달러 절약한 쿠팡의 노력,2023.04.24.,"쿠팡의 파이낸스 및 엔지니어링 팀들은 지난 몇 분기 동안 로드맵을 바탕으로 서로 협력하며 클라우드 서비스에 지출되는 온디맨드(on-demand) 비용을 관리하고 최적화해왔습니다. 여러 엔지니어링 조직들이 하나의 팀이 되어 노력했기에 가능한 일이었습니다. 하나의 팀으로서 저희는 다음과 같은 세 가지 핵심 원칙 하에 비용 최적화 작업을 수행했고, 이 포스트를 통해 어떤 작업이 이루어졌는지 공유드리고자 합니다.",https://yozm.wishket.com/magazine/detail/1987/,https://yozm.wishket.com/media/news/1987/1.png,쿠팡 엔지니어링,쿠팡
37,당신이 성장하지 못하는 이유,2023.04.24.,"나는 연차가 많아도 실력은 3~4년 차 정도에 머무는 사람들을 자주 본다. 이런 사람들의 공통적인 특징은 학습하려 하지 않고 변화를 좋아하지 않는다는 것이다. 왜 그렇게 되었을까? 내 나름대로 추정해 보면 성장이 정체되었다고 느꼈을 때 원인을 찾지 못하고(않고), 성장이 멈춘 채 시간이 흘렀을 것이다. 성장하지 못했다는 불안감은 점점 익숙함으로 바뀌고 익숙함은 현실에 안주하게 만든다. 결국 경력이 늘어나도 성장은 멈춰 있게 된 것은 아닐까? 그렇다면 왜 성장이 정체된다고 느낄까? 문제 해결의 핵심은 문제를 정의하는 것이다. 문제를 제대로 정의하지 못하면 시간을 낭비하고 문제가 반복적으로 일어난다. 내가 겪고 옆에서 지켜본 바로는 크게 두 가지 이유가 있다.",https://yozm.wishket.com/magazine/detail/1986/,https://yozm.wishket.com/magazine/detail/1986/,유영모,플러그인
38,[쉽게 배우는 AI] 1. 머신러닝이란?,2023.04.21.,"지금까지 인류는 좋은 결정을 내리기 위해 많은 노력을 했습니다. 숫자를 발명해 크기에 대해 정밀하게 인식할 수 있게 되었고, 더 나아가 복잡한 세상을 숫자로 표현하기 위한 여러 방법을 찾아냈습니다. 그리고 그 방법들을 모여 ‘통계’라는 이름을 갖게 되었죠. 하지만 인간의 욕심은 끝이 없었고, 인간의 고유한 영역까지 기계에게 맡기고 싶다고 생각했습니다. 인간이 가진 지혜를 기계에 부여해 스스로 결정하도록 할 수 없을까?에서 시작해 만들어진 기술이 바로 ‘기계 학습(Machine Learning)’입니다.",https://yozm.wishket.com/magazine/detail/1985/,https://yozm.wishket.com/magazine/detail/1985/,코믹스택,컴퓨팅 사고
39,주니어 웹 개발자가 알아야 할 ‘비동기 통신’,2023.04.20.,"“비동기 통신에 대해 설명해 보세요.” 프론트엔드 개발자 면접에서 자주 받는 질문이다. 개발자라면 비동기 통신과 동기 통신에 대한 개념을 정확하게 알아야 하고, 이를 바탕으로 효율적인 프로그램을 만들어야 하기 때문이다. 특히 자바스크립트는 싱글 스레드로 작동하기 때문에, 효율적인 프로그램을 만들기 위해서는 비동기 처리를 적절하게 사용하는 것이 중요하다. 이번 글에서는 필자가 면접에서 받은 질문을 토대로 비동기 통신, 동기 통신에 대한 개념을 소개한다. 그리고 비슷한 개념을 가진 블로킹과 논블로킹에 대해서도 살펴보고자 한다.",https://yozm.wishket.com/magazine/detail/1982/,https://yozm.wishket.com/magazine/detail/1982/,zwoo,프론트엔드
40,"""자바스크립트는 자리에서 물러날 때입니다"" JSON 창시자 인터뷰",2023.04.20.,"본문은 자바스크립트의 ‘구루’로 불리며 JSON을 만들기도 한 더글러스 크록포드(Douglas Crockford)를 인터뷰한 글입니다. 더글러스 크록포드는 <자바스크립트는 왜 그 모양일까요? How JavaScript Wokrs>, <자바스크립트 핵심 가이드 JavaScript The Good Parts>를 썼습니다. 인터뷰에는 자바스크립트, E언어에 관한 생각과 오랜 전문적 경험을 토대로 건네는 조언이 담겨 있습니다.",https://yozm.wishket.com/magazine/detail/1981/,https://yozm.wishket.com/magazine/detail/1981/,요즘IT의 번역글들,개발자
41,초보 Spring(Java) 개발자를 위한 완전 기초 지식(이론편),2023.04.19.,"모든 프로그램에는 시작과 끝이 있습니다. 개발자가 코드를 작성하고 실행하면 JVM에서 프로그램이 실행된 후 종료됩니다. 이때, JVM 상에서 어떤 식으로 동작하며 개발자가 작성한 코드는 어떤 식으로 돌아가고 메모리는 어떻게 구성되어 있기에 객체지향언어라고 말하는지에 대해 설명하려고 합니다. 오늘은 간단한 이론을 먼저 알아보고 다음 편에서 더 자세한 자바(Java) 지식에 대해 설명하겠습니다.",https://yozm.wishket.com/magazine/detail/1979/,https://yozm.wishket.com/magazine/detail/1979/,sh,프롬프트
42,"OpenAI 그렉 브록먼 ""나는 어떻게 머신러닝 전문가가 됐나""",2023.04.18.,"OpenAI에서 일하기 시작한 첫 3년 동안 저는 머신러닝 전문가가 되기를 꿈꿨지만, 목표를 향한 진전을 거의 이루지 못했습니다. 그리고 지난 9개월 동안의 노력 끝에 마침내 머신러닝 전문가로 거듭났습니다. 과정이 쉽지는 않았지만 결코 불가능하지는 않았고, 수학적인 지식을 이미 갖췄거나 배우려는 의지가 있는 유능한 프로그래머라면 누구나 할 수 있는 일이라고 생각합니다. 머신러닝의 기술적인 측면은 독학할 수 있는 온라인 강좌가 많아 크게 문제되지 않았습니다. 오히려 가장 큰 걸림돌은 어떤 분야에 있어 다시 초보자가 되는 것에 대한 불안감이었습니다.",https://yozm.wishket.com/magazine/detail/1977/,https://yozm.wishket.com/magazine/detail/1977/,요즘IT의 번역글들,콘텐츠
43,Git 커밋 메시지 컨벤션은 왜 중요할까?,2023.04.14.,"Git 커밋 메시지는 코드 변경 사항을 요약하여 전달하는 역할을 합니다. 만약 개발자들이 서로 다른 방식으로 커밋 메시지를 작성하면 메시지의 가독성이 떨어지고, 문제 발생 시 이력을 추적하기 어려워집니다. 따라서 프로젝트 시작 전에 Git 커밋 메시지 컨벤션(규약)을 정하는 것이 중요한데요. 이번 글에서는 Git 커밋 메시지 컨벤션의 중요성과 커밋 메시지 작성 방법을 알아보고, 이를 편리하게 자동화할 수 있는 방안에 대해 소개하겠습니다.",https://yozm.wishket.com/magazine/detail/1974/,https://yozm.wishket.com/magazine/detail/1974/,곰씨네 IT 블로그,Git
44,쿠팡이 '기계학습'으로 물류 입고 프로세스 개선한 방법,2023.04.13.,"쿠팡은 물류 입고 프로세스의 최적화를 위해 끊임없이 노력하고 있습니다. 풀필먼트 센터로의 제품 입고과정에서 낭비되는 자원을 최소화하면, 적기에 제품을 판매하고 더 많은 고객들에게 더 빠르게 배송할 수 있습니다. 이를 위해 쿠팡은 기계 학습을 통해 직매입 제품들의 풀필먼트 센터 입고 프로세스를 효율적으로 개선해 왔습니다. 본문을 통해 어떤 개선이 있었는지를 살펴보겠습니다.",https://yozm.wishket.com/magazine/detail/1973/,https://yozm.wishket.com/magazine/detail/1973/,쿠팡 엔지니어링,코드 재사용
45,개발자 ChatGPT로 보안 정복하기: 악성코드 대응,2023.04.12.,"본 시리즈를 통해 개발자 관점에서 ChatGPT를 활용해 보안 이슈를 해결하는 방법을 살펴보았다. 1편에서는 ChatGPT를 활용한 시큐어 코딩 방법을, 2편에서는 ChatGPT를 활용한 침해 사고 분석이라는 주제로 설명했다. 마지막으로 이번 편에서는 사이버 공격의 집약체인 악성코드를 주제로 ChatGPT 활용 방법에 대해 알아보고자 한다.",https://yozm.wishket.com/magazine/detail/1970/,https://yozm.wishket.com/magazine/detail/1970/,김보안,결합
46,프론트엔드 개발자가 PWA 알아야 하는 이유,2023.04.11.,"PWA란 프로그레시브 웹 앱(Progressive Web Apps)의 줄임말로, 모바일 기기에서 네이티브 앱(Native App)과 같은 사용자 경험을 제공하는 웹 앱입니다. 이는 기존의 전통적인 웹 앱과는 달리 네이티브 앱과 유사한 기능을 제공할 수 있다는 것이 가장 큰 특징입니다. PWA를 사용하면 사용자가 앱을 다운로드하거나 업데이트할 필요 없이 웹 브라우저를 통해 앱을 바로 사용할 수 있습니다. 이번 글에서는 프론트엔드 개발자가 PWA를 알아야 하는 이유에 대해 살펴보겠습니다.",https://yozm.wishket.com/magazine/detail/1969/,https://yozm.wishket.com/magazine/detail/1969/,himprover.com,개발자
47,테스트 코드는 왜 만들까?,2023.04.07.,"지금 돌이켜 생각하면 부끄러운 일이지만 처음 테스트 코드를 마주했을 때 든 생각은 '왜 귀찮은 테스트 코드를 만들어야 하는 걸까?'였습니다. 물론 지금은 테스트 코드의 중요성을 깨달아 열렬한 팬이 되었고 이를 제 사회 생존을 위한 필수 장치로 여기며 함께하고자 노력하고 있습니다. 요즘은 대부분의 개발 과정에서 테스트 코드 작성을 실천하며 더 나은 결과물을 만들고 있습니다. 이번 글에선 테스트 코드가 무엇이고 왜 중요한지에 대해 소개하고자 합니다.",https://yozm.wishket.com/magazine/detail/1964/,https://yozm.wishket.com/magazine/detail/1964/,Jay Ahn,게임
48,개발자 ChatGPT로 보안 정복하기: 침해 사고 분석,2023.04.05.,"정보통신망 제2조 제1항 제7호에 따르면, “침해 사고는 해킹, 컴퓨터 바이러스, 논리폭탄, 메일폭탄, 서비스 거부 또는 고출력 전자기파 등의 방법으로 정보통신망 또는 이와 관련된 정보시스템을 공격하는 행위로 인하여 발생한 사태”다. 즉, 침해 사고란 정보 유출, 시스템 파괴, 서비스 장애, 권한 상승 등의 공격 행위를 통해 안정적인 서비스 운영을 방해하고 보안의 3대 요소인 기밀성(Confidentiality), 무결성(Integrity), 가용성(Availability)을 저해하는 악의적인 공격으로 인해 발생한 사고다. 이번 글에서는 공격자들의 악의적인 접근으로 발생하는 침해 사고의 흔적을 ChatGPT로 분석해 보고자 한다.",https://yozm.wishket.com/magazine/detail/1960/,https://yozm.wishket.com/media/news/1960/hacker-spyware-cybercrime-phishing-fraud-concept_OU04Q8v.jpg,김보안,침해
49,코드 리뷰가 개발 문화에 미치는 영향,2023.04.04.,"요즘 매일 보는 앱 중에 깃허브(github)가 있습니다. 개발에서 손을 뗀 지 벌써 13년이 지났지만, SaaS 기업으로 회사를 키우는 입장에서 코드를 제품(product)을 구성하는 중요한 요소로 보고 있기 때문에 깃허브의 알람을 빠짐 없이 읽습니다. 코드를 중심으로 한 개발자들의 대화를 읽다 보면 코드를 짜지 않더라도 동료들이들이 무슨 생각을 하고, 어떤 논의들이 일의 중심에 놓이는지 큰 노력 없이 알 수 있어 무척 편리합니다. 이 글에서는 조직의 리더 입장에서 바라 본 코드 리뷰에 관한 경험을 토대로, 코드 리뷰가 인간적인 개발 문화를 만드는 데 얼마나 큰 기여를 하는지 말하고자 합니다.",https://yozm.wishket.com/magazine/detail/1957/,https://yozm.wishket.com/media/news/1957/team-coders-analyzing-code-wall-screen-tv-comparing-errors-using-digital-table_BE3mtVX.jpg,안영회,면접
50,주니어 개발자를 위한 엄청 쉬운 TCP/IP 4계층 이야기,2023.04.03.,"이번 글에서는 이전 글 “택배 배송 과정으로 알아보는 엄청 쉬운 컴퓨터 네트워크”를?컴퓨터에서 일어나는 일로 가져와 설명해보도록 하겠습니다. 이전 글에서 저는 데이터가 4단계에 걸쳐 캡슐화되고, 그것이 수신자에게 전달되는 과정을 택배 배송 과정에 빗대 알아봤습니다. 이번 글에서는 그것을 실제 네트워크 세계의 용어를 통해 설명해보려고 합니다. 이전 글을 읽고 오시면 이해에 더욱 도움이 되실 것입니다.",https://yozm.wishket.com/magazine/detail/1956/,https://yozm.wishket.com/media/news/1956/엄청쉬운섬네일2.png,Morian,Git
51,쿠버네티스 환경의 대표적 보안 기능 3가지,2023.03.30.,"쿠버네티스 환경에서의 보안이란 쿠버네티스 클러스터의 안정성과 보안성을 유지하는 것을 의미합니다. 쿠버네티스는 클러스터를 보호하기 위한 기본적인 보안 기능을 제공합니다. 많은 기능이 있지만 이 글에서는 가장 대표적인 세 가지 기능을 소개합니다. 쿠버네티스 클러스터에 접속하는 것을 통제할 수 있는 네트워크 정책, 역할 기반 접근 제어(RBAC) 그리고 민감한 정보를 안전하게 저장하기 위한 시크릿(secret), 지금부터 이 세 가지 보안 기능에 관해 알아보겠습니다.",https://yozm.wishket.com/magazine/detail/1953/,https://yozm.wishket.com/media/news/author/%EA%B0%95%EC%83%81%EC%A7%84.png,테크유람,쿠버네티스
52,"ChatGPT 플러그인, 그 의미와 의도는 무엇?",2023.03.28.,2023년 3월은 아마 AI역사에 꽤나 중요한 기간이 될 듯합니다. ChatGPT용 OpenAI 서비스 API 지원 발표를 한지 며칠 만에 지난주 금요일(3월 24일)에 ChatGPT를 위한 써드파티 플러그인 (Third-party Plug-Ins)을 지원한다고 발표했습니다. 이 플러그인이라는 것이 왜 필요하고 무엇을 바꾸려 하는지에 대해서 쉽게 설명해 보겠습니다.,https://yozm.wishket.com/magazine/detail/1951/,https://yozm.wishket.com/media/news/author/%EA%B9%80%EC%98%81%EC%9A%B1.jpg,김영욱,주니어
53,컴퓨팅 사고와 개발 실력 늘리는 공부법,2023.03.29.,"이번 글은 개발 실력을 늘리기 위한 방법과 컴퓨터적으로 사고하는 법에 대한 개인적인 고찰에 관한 글입니다. 운동이라 생각하고 꾸준히 훈련하기, 요구사항을 데이터 관점으로 사고하기라는 핵심 철학을 바탕으로 어떻게 하면 개발 실력을 효과적으로 키우고, 컴퓨터적으로 생각하게 할 수 있을지에 대해 얘기하려고 합니다. 이 글이 개발 실력을 늘리고 나에게 맞는 공부법을 찾는 데 도움이 되기를 바랍니다.",https://yozm.wishket.com/magazine/detail/1950/,https://yozm.wishket.com/media/news/author/%ED%85%8C%EC%98%A4%EC%9D%98%20%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C.jpg,테오의 프론트엔드,택배
54,ChatGPT와 시큐어 코딩: 보안 이슈에서 안전한 코드까지,2023.03.27.,"ChatGPT를 기술적으로 이해하려면 전문지식이 필요하지만, 실무적으로 보면 ChatGPT의 활용 방법이 더 중요하다. 그래서 이번 시리즈를 통해 시큐어 코딩, 침해 사고 분석, 악성코드라는 주제로 ChatGPT를 활용해 보안 이슈를 해결하는 방법을 다룬다. 이 글에서는 ChatGPT에 대해 간단하게 알아보고, 개발자 관점에서 ChatGPT를 활용해 시큐어 코딩을 통한 보안 문제 해결방법에 대해 살펴보고자 한다.",https://yozm.wishket.com/magazine/detail/1948/,https://yozm.wishket.com/media/news/author/%EA%B9%80%EB%B3%B4%EC%95%88.png,김보안,코드
55,개발자를 위한 AI 검색엔진 ‘파인드(Phind)’ 활용법,2023.03.23.,"파인드(Phind)는 소프트웨어 개발 과정에서 필요한 정보를 빠르고 쉽게 찾을 수 있도록 도와주는 AI 검색엔진입니다. 이번 글에서는 파인드가 전통적인 키워드 기반 검색 엔진과 어떻게 다른지, 그리고 개발자들이 파인드를 사용함으로써 누리는 이점과 이를 활용하는 방법에 대해 정리해 보고자 합니다. 더불어 최근 가장 큰 이슈인 ChatGPT와 비교해서 어떤 차이가 있는지도 살펴보겠습니다.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/author/%EA%B3%B0%EC%94%A8%EB%84%A4_IT_%EB%B8%94%EB%A1%9C%EA%B7%B8.jpg,곰씨네 IT 블로그,개발자
56,AI 프롬프트 엔지니어링과 프롬프트를 훔치는 '인젝션',2023.03.20.,최근 대화형 인공지능에 대한 반응이 뜨겁습니다. ChatGPT를 필두로 인공지능의 시대가 본격적으로 시작된 것 같습니다. 이번 글에서는 인공지능 분야에서 결과물의 품질을 좌우하는 프롬프트에 대해 소개하고 프롬프트 엔지니어링의 중요성에 대해 알아봅니다.,https://yozm.wishket.com/magazine/detail/1939/,https://yozm.wishket.com/media/news/author/muralmural.jpg,muralmural,게이트웨이
57,그 많은 OTT 콘텐츠는 어떻게 웹에서 재생될 수 있을까?,2023.03.16.,"OTT 콘텐츠 많이들 보시나요? 지금 당장 생각나는 것만 해도 넷플릭스, 유튜브, 웨이브, 티빙, 왓챠 같은 많은 OTT 서비스들이 떠오르네요. 그런데 프론트엔드 개발을 조금이라도 해봤다면 웹 브라우저에서 저작권에 민감한 콘텐츠를 재생할 수 있다는 것이 매우 이상하게 느껴질 것입니다. 왜일까요? 개발자 도구를 쓸 줄 안다면 비디오 파일의 원본 URL을 쉽게 확인할 수 있고, 심지어 다운로드까지 할 수 있기 때문입니다. 그렇다면 여러 OTT 서비스들은 콘텐츠의 저작권을 보호하기 위해 어떤 기술을 사용하고 있을까요? 웹 브라우저에서 OTT 콘텐츠를 안전하게 재생하기 위해서 어떤 절차를 거쳐야 할까요?",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1934/man-watching-streaming-service-his-laptop.jpg,재그지그의 개발 블로그,개발자
58,확실히 알아두면 만사가 편해지는 머신러닝 10가지 알고리즘,2023.03.14.,"실무에서 원활히 머신러닝으로 데이터를 분석하는 데 얼마나 많은 알고리즘을 알고 있어야 할까요? 선형, 군집, 트리 같은 기본 개념을 알고 XGBoost와 LightGBM 같은 최신 알고리즘을 알면 우선 현업에 필요한 기본적인 도구로써의 알고리즘은 갖춘 겁니다. 따라서 본문에서는 10가지 머신러닝 알고리즘을 소개합니다. 정형 데이터라면, 이 10가지 알고리즘만으로 현업과 캐글 컴피티션에서 충분히 좋은 성과를 낼 수 있습니다.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1931/34358449_6900_1_04.jpg,골든래빗,성장
59,코드 재사용성을 결정하기 전 고려해야 할 것들,2023.03.13.,"프로젝트를 진행하다 보면 특정 코드를 재사용하는 것에 대해 논의할 때가 많다. 그런데 항상 명확한 결론을 내지 못하고 끝낸 적이 많다. 왜 그럴까? 코드 재사용에 대한 의사결정은 간단해 보이지만 사실 많은 고민이 필요한 일이기 때문이다. 재사용에 대한 논의가 제대로 진행되려면 어떻게 재사용할 것인가를 결정하기에 앞서, ‘재사용이 정말 필요한 것인가?’, ‘재사용이 시도될 가치가 있는가?’를 고민해야 한다. 이번 글을 통해 그동안 필자가 경험을 통해 얻은 코드 재사용성에 대한 생각을 공유하고자 한다.",https://yozm.wishket.com/magazine/detail/1930/,https://yozm.wishket.com/media/news/1930/image1.jpg,주길재,우리집
60,느슨한 결합(loosely coupled) 원칙을 활용한 소프트웨어 설계,2023.03.09.,"지난 글 <소프트웨어 설계 20년 해보고 깨달은 ‘좋은 설계’의 조건>의 독자 중 한 분이 저에게 기술적인 노하우를 더 공유할 수 있는지 물었습니다. 조금 주저되었습니다. 개발자 입장에서 설계를 다룰 때, 당연히 프로그램을 잘 만드는 것에 집중하기 마련입니다. 이는 당연한 요구입니다. 그러나 ‘모든 상황에서 통하는 기술적인 노하우가 과연 있을까’ 하는 생각을 지울 수 없었습니다. 이러한 가치관을 갖고 있는 제 입장에서 선뜻 자신있게 기술적인 노하우를 꺼내는 일은 어색한 일이 아닐 수 없었습니다. 그래서 스스로에게 질문을 던져 보았습니다. ‘그럼에도 불구하고 하나만 언급해야 한다면 어떤 게 있을까?’라고요.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1926/pexels-sora-shimazaki-5926380.jpg,안영회,소프트웨어 설계
61,개발자로 거듭나기? 네 가지 기본 소양을 기억하세요,2023.03.07.,"개발자라면 어떤 기초 지식을 습득해야 할까? 좋은 개발자가 되려면 어떤 사고방식을 갖춰야 할까? 개발자를 꿈꾸는 당신을 위한 조언이 여기 있다. 한글과컴퓨터, 블리자드, 넥슨, 삼성전자, 그리고 유니콘 기업 몰로코의 박종천 개발자가 올해 30년을 맞아 발자취를 되돌아보며 개발자 지망생에게 작은 조언을 건넸다. 수많은 글과 멘토들이 말했을 법한 말들이지만, 알면서도 잊고 실천하기는 더 어려운 그 이야기를 들어보자.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1921/businessman-hand-holding-lightbulb-with-glowing-light-creative-smart-thinking-_hFd0mqK.jpg,골든래빗,개발자
62,"게임, 금융, 의료...비즈니스 곳곳 '이상 탐지 모델' 살펴보기",2023.03.06.,"이상 탐지에 대해 들어보셨나요? 이상 탐지란 일반적인 값과 다른 특이한 값(outlier)나 드문 사건을 탐지하는 기법으로, 최근 해외뿐만 아니라 국내에서도 이상 탐지 기술이 활용되고 있습니다. 주로 금융, 의료, 게임, 콘텐츠, 제조 등의 산업에서 활용되고 있는데, 이번 글을 통해 이상 탐지의 개념, 알고리즘 종류, 활용 사례에 대해 살펴보겠습니다.",https://yozm.wishket.com/magazine/detail/1919/,https://yozm.wishket.com/media/news/1919/image005.png,주정민,주니어
63,??쿠버네티스 워크로드와 통신하는 방법: ②인그레스,2023.03.03.,지난 1편에서는 쿠버네티스 클러스터 내부 혹은 외부에서 통신하기 위한 서비스에 대해 살펴봤습니다. 이번 편에서 다룰 ‘인그레스(Ingress)’는 서비스와 마찬가지로 외부 사용자와 쿠버네티스 내부로 들어오는 요청을 처리하기 위한 방법입니다. 서비스와는 다른 목적과 차별점이 있으니 함께 알아보겠습니다.,https://yozm.wishket.com/magazine/detail/1916/,https://yozm.wishket.com/media/news/1916/2.png,테크유람,프로그래밍
64,면접을 앞둔 개발자 지망생에게,2023.03.02.,"취업이라는 바늘구멍을 통과하기 위해서는 서류전형, 코딩 테스트, 인터뷰 등의 수많은 관문을 거쳐야 한다. 오래도록 준비했더라도 내가 가는 길이 맞는지 올바르게 준비하고 있는지 마음속에서 불안감을 떨쳐내기 어렵다. 개발자가 되는 문 앞에서 선 개발자 지망생, 당신을 위해 <개발자로 살아남기>의 한 이야기를 준비했다. 채용하는 입장에서 지망생의 어떤 점을 중점적으로 보는지, 그에 맞춰 지망생은 무엇을 준비하면 좋을지 작은 실마리가 되어 줄 것이다.",https://yozm.wishket.com/static/renewal/img/news/icon-popularity.png,https://yozm.wishket.com/media/news/1914/caricature-5280770_1920.jpg,골든래빗,개발자
